id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
18204,"Bucuresti, zona Cantemir",Cantemir,agency,apartament,decomandat,1,75000,2,43,46,1965,bloc de apartamente,P+7E,6,7,1,1,,,
18206,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,lux,37900,1,37,43,2020,bloc de apartamente,D+P+6E,4,6,1,1,,,1
18207,"Bucuresti, zona Vitan",Vitan,agency,apartament,decomandat,1,135000,3,75,85,1977,bloc de apartamente,P+8E,6,8,1,2,,,1
18209,"Bucuresti, Sector 3, zona Basarabia",Basarabia,agency,apartament,decomandat,1,78500,2,51,65,1981,bloc de apartamente,P+8E,3,8,1,1,,,1
18210,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,54285,2,45,60,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
18211,"Bucuresti, Sector 2, zona Universitate",Universitate,agency,apartament,decomandat,1,52900,2,53,60,1936,bloc de apartamente,P+5E,5,5,1,1,,,1
18212,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,131000,3,106,131,2019,bloc de apartamente,S+P+2E+M,Mansarda,2,1,2,,,1
18213,"Bucuresti, zona 1 Mai",1 Mai,agency,apartament,decomandat,1,78000,2,54,60,1967,bloc de apartamente,P+7E,3,7,1,1,,,
18214,"Bucuresti, zona Kiseleff",Kiseleff,agency,apartament,decomandat,lux,1180000,4,211,254,2020,bloc de apartamente,P+5E,4,5,1,3,,,
18215,"Bucuresti, Sector 2, zona Unirii",Unirii,agency,apartament,decomandat,lux,225000,4,115,135,2020,bloc de apartamente,S+P+4E,2,4,1,2,1,1,4
18216,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,lux,250000,5,163,200,1996,bloc de apartamente,S+P+9E,7,9,1,2,,1,3
18217,"Bucuresti, zona Dacia",Dacia,agency,apartament,semidecomandat,1,247000,4,110,136,1969,bloc de apartamente,P+6E,1,6,1,2,1,1,1
18218,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,lux,80015,2,52,63,2021,bloc de apartamente,P+6E,5,6,1,1,,1,1
18220,"Bucuresti, Sector 5, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,75990,3,68,83,2020,bloc de apartamente,P+4E,Parter,4,1,1,,,
18222,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,lux,450000,3,110,170,2016,bloc de apartamente,P+12E,5,12,1,2,,,
18223,"Bucuresti, Sector 1, zona 1 Mai",1 Mai,agency,apartament,semidecomandat,1,79000,2,50,62,2015,bloc de apartamente,P+2E,1,2,1,1,,,1
18227,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,decomandat,lux,700000,4,230,260,2020,bloc de apartamente,P+7E,6,7,,4,1,,
18228,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,38000,1,32,40,2020,bloc de apartamente,S+P+6E,2,6,1,1,,,1
18229,"Bucuresti, zona Militari",Militari,agency,apartament,,1,34800,2,40,44,2020,bloc de apartamente,D+P+8E,1,8,1,1,,,
18230,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,119271,3,83,89,2020,bloc de apartamente,D+P+7E,Parter,7,1,2,,,1
18301,"Bucuresti, zona Uverturii",Uverturii,agency,apartament,decomandat,1,74900,2,58,66,2018,bloc de apartamente,P+6E,2,6,1,1,,1,1
18303,"Bucuresti, Sector 2, zona Pantelimon",Pantelimon,agency,apartament,decomandat,1,42000,1,45,45,2019,bloc de apartamente,D+P+3E,Parter,3,1,1,,,1
18304,"Bucuresti, Sector 1, zona Nordului",Nordului,agency,apartament,decomandat,1,142119,2,51,61,2021,bloc de apartamente,S+P+4E,Parter,4,1,1,,1,
18305,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,1,280000,3,76,93,2019,bloc de apartamente,S+P+10E,3,10,1,2,,,1
18306,"Bucuresti, zona Berceni",Berceni,agency,apartament,semidecomandat,1,73000,3,63,67,1970,bloc de apartamente,P+4E,Parter,4,1,1,,1,1
18308,"Bucuresti, zona Colentina",Colentina,agency,apartament,decomandat,1,86000,2,66,66,2008,bloc de apartamente,P+9E,7,9,1,1,,,2
18309,"Bucuresti, Sector 3, zona Alba Iulia",Alba Iulia,agency,apartament,decomandat,lux,98000,2,54,54,2020,bloc de apartamente,S+D+P+3E,1,3,1,1,,,1
18310,"Bucuresti, zona P-ta Dorobanti",P-ta Dorobanti,agency,apartament,decomandat,lux,350000,3,91,138,2003,bloc de apartamente,P+4E,4,4,1,2,1,,1
18312,"Bucuresti, zona Baneasa",Baneasa,prepay,apartament,semidecomandat,1,86000,3,85,,2013,bloc de apartamente,P+4E,3,4,,2,,,
18313,"Bucuresti, zona Doamna Ghica",Doamna Ghica,prepay,apartament,decomandat,1,76000,3,68,,,,,3,,,1,,,
18316,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,77100,2,60,89,2020,bloc de apartamente,P+4E,1,4,1,2,,1,1
18318,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,,1,110985,3,71,94,2019,bloc de apartamente,,2,,1,2,,,1
18319,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,170000,3,105,120,2020,bloc de apartamente,P+6E,3,6,1,2,1,1,2
18320,"Bucuresti, zona Straulesti",Straulesti,agency,apartament,decomandat,1,165000,3,96,112,2008,bloc de apartamente,S+P+5E,2,5,,2,,2,1
18321,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,59033,2,62,67,2020,bloc de apartamente,D+P+6E,4,6,1,1,,,1
18323,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,1,93500,2,54,54,1990,bloc de apartamente,P+7E,4,7,1,1,,1,1
18324,"Bucuresti, zona Grozavesti",Grozavesti,prepay,apartament,decomandat,1,160000,7,140,,2005,bloc de apartamente,P+5E,3,5,,2,,,
18327,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,59200,2,59,70,2020,bloc de apartamente,S+P+4E+M,1,4,1,1,,,1
18328,"Bucuresti, Sector 1, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,lux,620000,6,225,420,2010,bloc de apartamente,S+P+6E,6,6,1,4,1,2,2
18329,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,98000,2,58,,1975,bloc de apartamente,P+10E,5,10,1,1,,,
18330,"Bucuresti, zona Central",Central,agency,apartament,semidecomandat,lux,115000,2,54,54,2020,bloc de apartamente,P+3E,2,3,1,1,,,1
18401,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,58273,2,61,66,2020,bloc de apartamente,D+P+6E,Parter,6,1,1,,,1
18402,"Bucuresti, zona Tei",Tei,prepay,apartament,semidecomandat,,55000,2,41,,1975,bloc de apartamente,P+10E,4,10,,,,,
18403,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,170000,3,80,95,1992,bloc de apartamente,P+7E,4,7,,2,,,1
18405,"Bucuresti, zona Brancoveanu",Brancoveanu,prepay,apartament,decomandat,1,85000,2,45,,2014,bloc de apartamente,P+2E,Parter,2,,,,,
18407,"Bucuresti, Sector 2, zona Nord",Nord,agency,apartament,decomandat,1,124500,3,71,98,2019,bloc de apartamente,P+10E,1,10,1,2,,1,1
18408,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,106900,3,77,,1987,bloc de apartamente,P+8E,2,8,1,2,,1,2
18409,"Bucuresti, zona Capitale",Capitale,agency,apartament,semidecomandat,1,450000,3,130,264,2017,bloc de apartamente,D+P+4E,Parter,4,1,1,2,2,
18410,"Bucuresti, zona Decebal",Decebal,agency,apartament,decomandat,1,125000,2,57,60,1990,bloc de apartamente,P+4E,3,4,,1,,,
18413,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,prepay,apartament,semidecomandat,lux,72500,2,35,,2010,bloc de apartamente,P+6E,4,6,,,,,
18414,"Bucuresti, zona Rosetti",Rosetti,agency,apartament,decomandat,1,120000,3,82,104,1930,bloc de apartamente,P+3E,1,3,1,2,,,2
18415,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,,1,115000,2,62,67,2020,bloc de apartamente,P+12E,2,12,1,1,,,1
18416,"Bucuresti, zona Rahova",Rahova,agency,apartament,decomandat,1,63000,3,68,72,1986,bloc de apartamente,P+8E,Parter,8,1,2,,,
18417,"Bucuresti, zona Iancului",Iancului,agency,apartament,semidecomandat,1,109000,3,67,70,1968,bloc de apartamente,P+10E,2,10,1,2,,,1
18418,"Bucuresti, zona Ghencea",Ghencea,agency,apartament,decomandat,1,57000,2,54,56,2020,bloc de apartamente,P+7E,2,7,1,1,,,1
18419,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,semidecomandat,1,64999,2,98,98,2007,bloc de apartamente,P+6E,5,6,,1,,1,1
18422,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,semidecomandat,1,127999,4,84,,1982,bloc de apartamente,P+10E,2,10,1,2,,,1
18424,"Bucuresti, zona Giulesti",Giulesti,agency,apartament,decomandat,1,64000,2,43,68,2017,bloc de apartamente,P+3E,2,3,,1,,,1
18425,"Bucuresti, Sector 6, zona Crangasi",Crangasi,agency,apartament,semidecomandat,1,133000,4,88,106,1980,bloc de apartamente,P+8E,1,8,1,2,,1,2
18427,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,890000,5,274,469,2010,bloc de apartamente,P+4E,4,4,,4,,3,
18428,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,decomandat,1,75000,3,70,80,1970,bloc de apartamente,S+P+4E,1,4,1,1,,,1
18429,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,decomandat,lux,164000,2,53,65,2020,bloc de apartamente,P+11E,5,11,1,1,1,1,1
18430,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,105900,3,77,82,1990,bloc de apartamente,P+4E,2,4,1,2,,,1
18501,"Bucuresti, zona Colentina",Colentina,agency,apartament,decomandat,1,40599,1,35,35,1976,bloc de apartamente,P+10E,Parter,10,,1,,,
18507,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,,1,105000,2,54,59,2020,bloc de apartamente,P+8E,1,8,1,1,,,1
18508,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,95600,3,76,90,1989,bloc de apartamente,P+2E,Parter,2,1,1,,1,2
18509,"Bucuresti, Sector 3, zona Tineretului",Tineretului,agency,apartament,decomandat,1,85000,2,55,65,2020,bloc de apartamente,P+6E,1,6,1,1,,,1
18511,"Bucuresti, Sector 1, zona Aviatiei",Aviatiei,agency,apartament,decomandat,1,90000,2,55,60,1980,bloc de apartamente,P+4E,4,4,1,1,,,1
18514,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,89000,2,55,60,1981,bloc de apartamente,P+10E,7,10,1,1,,1,1
18515,"Bucuresti, Sector 2, zona Barbu Vacarescu",Barbu Vacarescu,prepay,apartament,semidecomandat,lux,178000,2,93,,2009,bloc de apartamente,P+14E,6,14,1,2,1,1,1
18516,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,semidecomandat,2,54000,2,44,48,2009,bloc de apartamente,D+P+6E+M,6,6,1,1,,,4
18517,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,63000,2,70,,2020,bloc de apartamente,S+P+5E,1,5,1,1,,,2
18518,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,61000,2,52,56,1963,bloc de apartamente,P+9E,Parter,9,1,1,,,1
18519,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,1,330000,3,138,168,2010,bloc de apartamente,P+4E,2,4,1,3,,,2
18520,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,66500,2,65,77,2020,bloc de apartamente,P+2E+M,Mansarda,2,1,1,,,1
18521,"Bucuresti, zona Tei",Tei,prepay,apartament,semidecomandat,2,40500,2,39,,1984,bloc de apartamente,P+10E,10,10,,,,,
18523,"Bucuresti, zona Romana",Romana,prepay,apartament,semidecomandat,1,90000,3,67,,1984,casa/vila,P+2E,2,2,,1,,,
18524,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,79600,2,54,88,2020,bloc de apartamente,S+P+3E+M,1,3,1,2,,1,1
18528,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,91000,2,75,75,2020,bloc de apartamente,P+4E,1,4,1,1,,,1
18530,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,1,143000,3,74,96,1992,bloc de apartamente,S+P+8E,1,8,1,2,,,2
18601,"Bucuresti, zona Virtutii",Virtutii,agency,apartament,semidecomandat,lux,60830,1,43,48,2021,bloc de apartamente,S+P+10E,2,10,,1,,,1
18602,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,75000,2,53,60,1965,bloc de apartamente,P+3E,Parter,3,1,1,,,1
18604,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,70000,2,63,67,2019,bloc de apartamente,D+P+7E,7,7,1,1,,,1
18605,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,135000,4,91,124,2018,bloc de apartamente,P+5E,1,5,1,3,,2,1
18606,"Bucuresti, zona Cismigiu",Cismigiu,agency,apartament,,,78000,2,49,588,1937,bloc de apartamente,P+2E,2,2,,1,,,
18607,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,1,100000,4,88,92,1984,bloc de apartamente,P+8E,Parter,8,1,2,,1,1
18608,"Bucuresti, Sector 3, zona Splaiul Unirii",Splaiul Unirii,agency,apartament,decomandat,lux,115170,3,67,87,2020,bloc de apartamente,D+P+7E,6,7,1,2,,,1
18609,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,48500,2,54,54,1972,bloc de apartamente,P+9E,9,9,1,1,,,1
18610,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,89330,3,88,,2012,bloc de apartamente,S+P+M,Parter,,1,3,,2,1
18611,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,121500,3,75,91,2020,bloc de apartamente,P+6E,2,6,1,2,,1,1
18613,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,43000,1,30,34,1979,bloc de apartamente,P+9E,Parter,9,1,1,,,1
18614,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,86000,2,101,,2020,bloc de apartamente,S+P+5E,5,5,1,1,,,1
18616,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,39990,1,36,40,2020,bloc de apartamente,P+7E,1,7,1,1,,1,1
18617,"Bucuresti, Sector 3, zona Decebal",Decebal,agency,apartament,decomandat,1,105000,2,43,57,2014,bloc de apartamente,P+4E,2,4,,1,,,1
18619,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,165000,3,67,86,2020,bloc de apartamente,P+4E,1,4,1,2,,,1
18621,"Bucuresti, zona Timpuri Noi",Timpuri Noi,agency,apartament,decomandat,1,75000,1,40,45,1993,bloc de apartamente,P+7E,Parter,7,,1,,,1
18622,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,39500,2,46,58,2020,bloc de apartamente,P+6E,4,6,,1,,,
18623,"Bucuresti, zona Natiunile Unite",Natiunile Unite,agency,apartament,semidecomandat,1,94500,3,55,62,1959,bloc de apartamente,P+6E,Parter,6,1,1,,1,
18626,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,semidecomandat,1,85000,3,68,73,1970,bloc de apartamente,P+4E,2,4,1,1,,,1
18627,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,56000,2,54,,1968,bloc de apartamente,P+9E,1,9,1,1,,,1
18630,"Bucuresti, Sector 3, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,lux,315000,5,177,213,2016,bloc de apartamente,D+P+5E+M,5,5,1,4,1,1,
18701,"Bucuresti, zona Octavian Goga",Octavian Goga,agency,apartament,semidecomandat,1,124999,2,62,65,1998,bloc de apartamente,P+8E,5,8,1,1,,1,2
18702,"Bucuresti, zona Bucurestii Noi",Bucurestii Noi,prepay,apartament,semidecomandat,1,75000,2,55,,2013,bloc de apartamente,P+3E,3,3,,,,,
18703,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,46500,2,53,61,2019,bloc de apartamente,P+7E,4,7,1,1,,1,1
18704,"Bucuresti, zona Straulesti",Straulesti,prepay,apartament,decomandat,lux,99000,3,89,,2008,bloc de apartamente,P+5E,4,5,,2,,,
18705,"Bucuresti, Sector 6, zona Regie",Regie,agency,apartament,semidecomandat,1,72900,2,41,58,2021,bloc de apartamente,S+P+7E,2,7,1,1,,,1
18706,"Bucuresti, Sector 2, zona Colentina",Colentina,agency,apartament,semidecomandat,1,55900,2,50,61,1984,bloc de apartamente,S+P+10E,3,10,1,1,,,1
18709,"Bucuresti, zona Valea Ialomitei",Valea Ialomitei,agency,apartament,decomandat,1,76000,3,60,69,1976,bloc de apartamente,P+10E,4,10,1,1,,,2
18713,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,469000,4,185,200,2017,bloc de apartamente,D+P+13E,1,13,1,2,,2,
18714,"Bucuresti, zona Rahova",Rahova,prepay,apartament,decomandat,1,69500,3,67,,1984,bloc de apartamente,P+8E,8,8,,2,,,
18715,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,semidecomandat,1,76500,3,67,71,1970,bloc de apartamente,S+P+4E,2,4,1,1,,1,1
18716,"Bucuresti, Sector 6, zona Lujerului",Lujerului,agency,apartament,decomandat,1,78000,2,55,59,1981,bloc de apartamente,P+8E,1,8,1,1,,,1
18717,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,lux,64500,2,70,76,2020,bloc de apartamente,P+6E,6,6,1,1,1,1,1
18718,"Bucuresti, zona Nicolae Grigorescu",Nicolae Grigorescu,prepay,apartament,semidecomandat,2,72000,3,60,,1984,bloc de apartamente,P+8E,Parter,8,,1,,,
18719,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,68600,2,47,47,2020,bloc de apartamente,P+6E,1,6,1,1,,,2
18720,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,semidecomandat,1,68000,2,50,60,2008,bloc de apartamente,S+P+7E,7,7,1,1,1,1,
18721,"Bucuresti, Sector 2, zona Bucur Obor",Bucur Obor,agency,apartament,decomandat,1,83000,3,62,74,1974,bloc de apartamente,S+P+10E,2,10,1,1,,,1
18723,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,64000,2,52,68,2019,bloc de apartamente,P+5E,4,5,1,1,,,1
18724,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,85000,2,81,97,2020,bloc de apartamente,D+P+5E,4,5,1,1,,,
18726,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,1,89500,3,75,,1985,bloc de apartamente,P+8E,7,8,1,1,,,1
18727,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,,1,107000,2,54,59,2020,bloc de apartamente,P+10E,5,10,1,1,,,1
18728,"Bucuresti, zona Giurgiului",Giurgiului,agency,apartament,semidecomandat,1,62941,2,59,64,2020,bloc de apartamente,P+3E,1,3,1,1,,,1
18729,"Bucuresti, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,124000,3,80,85,1990,bloc de apartamente,P+10E,4,10,1,1,,1,2
18730,"Bucuresti, Sector 4, zona Cantemir",Cantemir,agency,apartament,semidecomandat,1,74000,2,54,,1964,bloc de apartamente,P+7E,6,7,1,1,,,1
18803,"Bucuresti, Sector 4, zona Oltenitei",Oltenitei,agency,apartament,decomandat,lux,36900,1,37,45,2020,bloc de apartamente,P+5E,1,5,1,1,,,1
18806,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,57000,2,60,73,2020,bloc de apartamente,D+P+4E,1,4,1,1,,,1
18807,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,80580,3,73,80,2020,bloc de apartamente,D+P+6E,5,6,1,2,,,2
18808,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,399000,4,90,122,2019,bloc de apartamente,D+P+10E,5,10,1,3,1,1,
18810,"Bucuresti, zona Mihai Bravu",Mihai Bravu,agency,apartament,decomandat,1,84000,2,66,69,2010,bloc de apartamente,P+8E,1,8,1,1,,1,1
18812,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,70000,2,49,53,1983,bloc de apartamente,P+4E,3,4,1,1,,,1
18813,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,86000,2,72,99,2019,bloc de apartamente,P+11E,Demisol,11,1,2,,,
18814,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,semidecomandat,1,73000,2,52,65,1982,bloc de apartamente,P+8E,Parter,8,1,1,,,
18815,"Bucuresti, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,1,80000,3,64,73,1977,bloc de apartamente,P+10E,9,10,1,1,,,2
18818,"Bucuresti, Sector 4, zona Metalurgiei",Metalurgiei,agency,apartament,decomandat,lux,94400,3,107,125,2017,bloc de apartamente,P+3E+M,3,3,1,2,,2,2
18819,"Bucuresti, Sector 2, zona Armeneasca",Armeneasca,agency,apartament,semidecomandat,1,349000,5,180,300,1910,bloc de apartamente,P+1E,1,1,1,3,,,1
18821,"Bucuresti, Sector 5, zona Cotroceni",Cotroceni,agency,apartament,decomandat,1,315000,5,160,190,2006,bloc de apartamente,D+P+2E+M,1,2,1,2,,1,2
18823,"Bucuresti, Sector 1, zona Banu Manta",Banu Manta,agency,apartament,semidecomandat,1,170000,3,62,98,2010,bloc de apartamente,P+4E,1,4,1,2,,,2
18824,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,109000,2,66,80,1940,bloc de apartamente,P+3E+M,Parter,3,1,1,,,
18825,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,decomandat,1,55000,2,44,50,1974,bloc de apartamente,P+10E,6,10,1,1,,,1
18826,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,50900,2,,,2021,bloc de apartamente,D+P+8E,5,8,1,1,,,1
18827,"Bucuresti, zona Decebal",Decebal,prepay,apartament,decomandat,1,120000,2,59,,1984,bloc de apartamente,P+4E,1,4,,,,,
18901,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,65000,2,48,50,1964,bloc de apartamente,P+4E,2,4,1,1,,,1
18902,"Bucuresti, zona Pipera",Pipera,agency,apartament,,lux,185000,3,105,135,2018,bloc de apartamente,P+5E,3,5,1,2,1,1,
18903,"Bucuresti, zona Universitate",Universitate,prepay,apartament,decomandat,1,154000,3,107,,1945,,P+6E,5,6,,2,,,
18905,"Bucuresti, Sector 3, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,semidecomandat,1,72000,3,56,58,1984,bloc de apartamente,P+3E+M,2,3,1,1,,,1
18907,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,92000,2,49,69,2019,bloc de apartamente,P+5E,1,5,1,1,,,
18908,"Bucuresti, zona Eroii Revolutiei",Eroii Revolutiei,agency,apartament,semidecomandat,1,51990,2,48,51,1950,bloc de apartamente,P+1E,Parter,1,,1,,,
18910,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,73000,3,65,,1976,bloc de apartamente,P+8E,3,8,1,1,,1,1
18912,"Bucuresti, zona Floreasca",Floreasca,agency,apartament,decomandat,1,250000,3,82,98,2021,bloc de apartamente,P+4E,3,4,1,2,,,1
18913,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,85000,2,54,54,1980,bloc de apartamente,P+9E,1,9,1,1,,,1
18914,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,56300,2,45,,2020,bloc de apartamente,S+P+10E,4,10,1,1,,,1
18915,"Bucuresti, zona Pantelimon",Pantelimon,prepay,apartament,decomandat,1,90000,4,85,,1984,bloc de apartamente,P+10E,2,10,,2,,,
